"","chromosome_name","start_position","end_position","hgnc_symbol"
"19160","22",15528192,15529139,"OR11H1"
"19161","14",19712904,19714332,"OR11H2"
"19162","14",20239286,20244349,"OR11H4"
"19163","14",20223710,20224702,"OR11H6"
"19164","9",104504263,104505222,"OR13F1"
"19165","17",3207539,3218896,"OR1A1"
"19166","17",3197519,3198448,"OR1A2"
"19167","1",247754846,247760556,"OR1C1"
"19168","16",3204247,3205188,"OR1F1"
"19169","19",15082211,15092970,"OR1I1"
"19170","9",122614738,122615682,"OR1Q1"
"19171","CHR_HSCHR7_3_CTG4_4",144318162,144319082,"OR2A1"
"19172","7",144312419,144322737,"OR2A1"
"19173","CHR_HSCHR7_3_CTG4_4",144109569,144110522,"OR2A2"
"19174","7",144109583,144110539,"OR2A2"
"19175","CHR_HSCHR7_3_CTG4_4",144074223,144075152,"OR2A25"
"19176","7",144069811,144075870,"OR2A25"
"19177","6",131699644,131701401,"OR2A4"
"19178","CHR_HSCHR7_3_CTG4_4",144231943,144232863,"OR2A42"
"19179","7",144228244,144239605,"OR2A42"
"19180","CHR_HSCHR7_3_CTG4_4",144048948,144058845,"OR2A5"
"19181","7",144048948,144058845,"OR2A5"
"19182","CHR_HSCHR7_3_CTG4_4",144258719,144259648,"OR2A7"
"19183","7",144257663,144264792,"OR2A7"
"19184","11",75081753,75096876,"OR2AT4"
"19185","6",27911185,27912396,"OR2B2"
"19186","CHR_HSCHR6_MHC_APD_CTG1",29086337,29087343,"OR2B3"
"19187","CHR_HSCHR6_MHC_SSTO_CTG1",29087135,29088141,"OR2B3"
"19188","CHR_HSCHR6_MHC_MANN_CTG1",29086272,29087278,"OR2B3"
"19189","CHR_HSCHR6_MHC_MCF_CTG1",29086444,29087450,"OR2B3"
"19190","CHR_HSCHR6_MHC_COX_CTG1",29082970,29083976,"OR2B3"
"19191","CHR_HSCHR6_MHC_DBB_CTG1",29086315,29087321,"OR2B3"
"19192","CHR_HSCHR6_MHC_QBL_CTG1",29086195,29087300,"OR2B3"
"19193","6",29086208,29087313,"OR2B3"
"19194","6",27957241,27958182,"OR2B6"
"19195","9",35957108,35958154,"OR2S2"
"19196","5",180739123,180740058,"OR2Y1"
"19197","11",48324920,48325955,"OR4C3"
"19198","11",55662201,55666195,"OR4C6"
"19199","15",101812202,101820197,"OR4F15"
"19200","1",685716,686654,"OR4F16"
"19201","19",107104,117102,"OR4F17"
"19202","5",181367268,181368262,"OR4F3"
"19203","CHR_HG2499_PATCH",101922042,101923113,"OR4F4"
"19204","15",101922042,101923113,"OR4F4"
"19205","1",65419,71585,"OR4F5"
"19206","15",101803509,101806887,"OR4F6"
"19207","14",20014143,20019307,"OR4K14"
"19208","14",19975591,19976565,"OR4K15"
"19209","14",20110739,20122199,"OR4K17"
"19210","14",19719015,19830253,"OR4N2"
"19211","15",22125511,22126434,"OR4N3P"
"19212","CHR_HG2365_PATCH",21098400,21099347,"OR4N4"
"19213","15",22094522,22095862,"OR4N4"
"19214","14",20138820,20145471,"OR4N5"
"19215","11",5323359,5324297,"OR51B2"
"19216","11",5301014,5301946,"OR51B4"
"19217","11",5303444,5505652,"OR51B5"
"19218","11",5351508,5352446,"OR51B6"
"19219","11",4643420,4655488,"OR51E1"
"19220","11",4923374,4924339,"OR51G1"
"19221","11",4912588,4919350,"OR51G2"
"19222","11",5128776,5138356,"OR52A5"
"19223","11",5544489,5548540,"OR52H1"
"19224","11",57037534,57038436,"OR5AK4P"
"19225","11",56027654,56038191,"OR5AS1"
"19226","11",58438994,58442236,"OR5B12"
"19227","11",58358124,58359069,"OR5B17"
"19228","11",58506807,58508105,"OR5B21"
"19229","9",122788933,122789895,"OR5C1"
"19230","11",55819630,55820571,"OR5D18"
"19231","3",98130721,98138548,"OR5H1"
"19232","3",98282505,98284070,"OR5H2"
"19233","3",98263252,98265356,"OR5H6"
"19234","3",98463201,98472924,"OR5K1"
"19235","3",98497681,98498631,"OR5K2"
"19236","3",98390666,98391631,"OR5K3"
"19237","3",98353854,98354819,"OR5K4"
"19238","CHR_HSCHR11_1_CTG5",7795905,7796973,"OR5P2"
"19239","CHR_HSCHR11_1_CTG1_2",7795905,7796973,"OR5P2"
"19240","11",7795974,7796942,"OR5P2"
"19241","CHR_HSCHR11_1_CTG5",7825037,7825972,"OR5P3"
"19242","CHR_HSCHR11_1_CTG1_2",7834940,7840960,"OR5P3"
"19243","11",7824818,7830840,"OR5P3"
"19244","12",55314343,55322364,"OR6C1"
"19245","12",55444069,55453347,"OR6C2"
"19246","12",55330043,55332687,"OR6C3"
"19247","12",55549602,55555832,"OR6C4"
"19248","12",55293988,55296569,"OR6C6"
"19249","12",55426254,55427192,"OR6C76"
"19250","11",123942867,123943838,"OR6T1"
"19251","19",14840466,14848922,"OR7A10"
"19252","19",14789260,14835376,"OR7C1"
"19253","19",14941489,14942448,"OR7C2"
"19254","11",124566660,124582942,"OR8A1"
"19255","11",124302831,124315099,"OR8D1"
"19256","11",124319262,124320197,"OR8D2"
"19257","11",123902167,123909229,"OR8D4"
"19258","11",56093308,56094240,"OR8I2"
"19259","CHR_HG151_NOVEL_TEST",56753901,56754885,"OR9G4"
"19260","11",56741223,56748697,"OR9G4"
"19261","11",58023881,58181616,"OR9Q1"
"19262","12",121626509,121643218,"ORAI1"
"19263","11",59574398,59615774,"OSBP"
"19264","20",44195939,44210771,"OSER1"
"19265","2",27070472,27071654,"OST4"
"19266","6",158841117,158857632,"OSTCP1"
"19267","3",191199241,191265615,"OSTN"
"19268","1",111414319,111427735,"OVGP1"
"19269","3",152835131,152841439,"P2RY1"
"19270","11",73218281,73242427,"P2RY2"
"19271","X",70258166,70260204,"P2RY4"
"19272","11",73264498,73305103,"P2RY6"
"19273","X",1462581,1537185,"P2RY8"
"19274","12",56104537,56113910,"PA2G4"
"19275","11",73876699,73931114,"PAAF1"
"19276","8",80967810,81112068,"PAG1"
"19277","4",56435741,56464578,"PAICS"
"19278","11",77322017,77474635,"PAK1"
"19279","X",110944285,111227361,"PAK3"
"19280","19",39125770,39182816,"PAK4"
"19281","15",40217428,40277487,"PAK6"
"19282","16",23603160,23641321,"PALB2"
"19283","11",94128841,94181968,"PANX1"
"19284","22",50170731,50180295,"PANX2"
"19285","11",124611428,124620356,"PANX3"
"19286","14",73237497,73274640,"PAPLN"
"19287","9",116398157,116400606,"PAPPA-AS1"
"19288","1",7954291,7985505,"PARK7"
"19289","1",226360210,226408154,"PARP1"
"19290","14",20343615,20357904,"PARP2"
"19291","3",51942345,51948867,"PARP3"
"19292","13",24420931,24512778,"PARP4"
"19293","15",72241181,72272999,"PARP6"
"19294","3",122527924,122564577,"PARP9"
"19295","2",241106099,241150264,"PASK"
"19296","8",27809624,27838082,"PBK"
"19297","10",70882280,70888565,"PCBD1"
"19298","12",53464468,53465057,"PCBP2-OT1"
"19299","13",66825169,66915031,"PCDH9-AS2"
"19300","13",66990886,67002007,"PCDH9-AS4"
"19301","5",140786136,141012347,"PCDHA1"
"19302","5",140794852,141012347,"PCDHA2"
"19303","5",140801028,141012347,"PCDHA3"
"19304","5",140806929,141012347,"PCDHA4"
"19305","5",140821604,141012347,"PCDHA5"
"19306","5",140827958,141012347,"PCDHA6"
"19307","5",140834248,141012347,"PCDHA7"
"19308","5",140841187,141012347,"PCDHA8"
"19309","5",140847772,141012347,"PCDHA9"
"19310","5",141051374,141059346,"PCDHB1"
"19311","5",141192353,141195647,"PCDHB10"
"19312","5",141199610,141203779,"PCDHB11"
"19313","5",141208697,141212571,"PCDHB12"
"19314","5",141213919,141218979,"PCDHB13"
"19315","5",141245395,141249365,"PCDHB15"
"19316","5",141182387,141186226,"PCDHB16"
"19317","5",141094606,141098703,"PCDHB2"
"19318","5",141135206,141138615,"PCDHB5"
"19319","5",141150057,141153287,"PCDHB6"
"19320","5",141172644,141176383,"PCDHB7"
"19321","5",141177790,141180539,"PCDHB8"
"19322","5",141187127,141191541,"PCDHB9"
"19323","12",47205893,47216487,"PCED1B-AS1"
"19324","7",82754012,83162930,"PCLO"
"19325","7",100602363,100608175,"PCOLCE"
"19326","7",100589402,100604206,"PCOLCE-AS1"
"19327","3",142815922,142889206,"PCOLCE2"
"19328","17",55751051,55842830,"PCTP"
"19329","2",70257386,70281185,"PCYOX1"
"19330","19",34404399,34426168,"PDCD2L"
"19331","5",149857953,149944793,"PDE6A"
"19332","4",625573,670782,"PDE6B"
"19333","10",93612537,93666010,"PDE6C"
"19334","2",231732433,231786272,"PDE6D"
"19335","17",81650459,81663112,"PDE6G"
"19336","12",14973042,14981865,"PDE6H"
"19337","21",42653621,42775509,"PDE9A"
"19338","16",283164,287215,"PDIA2"
"19339","15",43746394,43773279,"PDIA3"
"19340","16",20359175,20404737,"PDILT"
"19341","10",95237572,95291012,"PDLIM1"
"19342","8",22578279,22598025,"PDLIM2"
"19343","4",185500660,185535507,"PDLIM3"
"19344","5",132257696,132273454,"PDLIM4"
"19345","4",94451857,94668227,"PDLIM5"
"19346","5",177483394,177497606,"PDLIM7"
"19347","20",1978757,1994285,"PDYN"
"19348","17",17505563,17591708,"PEMT"
"19349","20",18137863,18143169,"PET117"
"19350","7",92487020,92528520,"PEX1"
"19351","1",2403964,2413797,"PEX10"
"19352","2",61017225,61051990,"PEX13"
"19353","1",10472288,10630758,"PEX14"
"19354","8",76980258,77001044,"PEX2"
"19355","6",143450805,143490616,"PEX3"
"19356","CHR_HG1398_PATCH",7187916,7217805,"PEX5"
"19357","12",7188685,7218574,"PEX5"
"19358","6",42963865,42979181,"PEX6"
"19359","6",136822564,136913934,"PEX7"
"19360","1",120432204,120434052,"PFN1P2"
"19361","10",97426191,97433444,"PGAM1"
"19362","X",77967949,77969638,"PGAM4"
"19363","12",132710819,132722734,"PGAM5"
"19364","CHR_HSCHR11_1_CTG8",576501,612474,"PHRF1"
"19365","11",576470,612222,"PHRF1"
"19366","8",74824534,74855029,"PI15"
"19367","6",36948263,36964837,"PI16"
"19368","X",15319452,15335554,"PIGA"
"19369","15",55318960,55355648,"PIGB"
"19370","1",172370189,172444086,"PIGC"
"19371","2",46580937,46617055,"PIGF"
"19372","4",499210,540200,"PIGG"
"19373","14",67581955,67600286,"PIGH"
"19374","1",77088989,77219430,"PIGK"
"19375","17",16217191,16351797,"PIGL"
"19376","1",160024953,160031990,"PIGM"
"19377","18",61905255,62187118,"PIGN"
"19378","9",35087237,35096619,"PIGO"
"19379","21",37062846,37073170,"PIGP"
"19380","16",566995,584109,"PIGQ"
"19381","1",206928522,206946466,"PIGR"
"19382","20",45416084,45456934,"PIGT"
"19383","20",34560542,34698790,"PIGU"
"19384","1",26787054,26800659,"PIGV"
"19385","CHR_HSCHR17_7_CTG4",36535392,36539682,"PIGW"
"19386","17",36534987,36539310,"PIGW"
"19387","3",196639775,196736007,"PIGX"
"19388","4",88520998,88523776,"PIGY"
"19389","3",196946356,196969060,"PIGZ"
"19390","18",41955234,42087830,"PIK3C3"
"19391","3",179148114,179240093,"PIK3CA"
"19392","1",9629889,9729114,"PIK3CD"
"19393","7",106865278,106908980,"PIK3CG"
"19394","9",127920881,127930785,"PIP5KL1"
"19395","11",67491768,67506263,"PITPNM1"
"19396","12",122983480,123151090,"PITPNM2"
"19397","17",6451263,6556555,"PITPNM3"
"19398","7",47740202,47948466,"PKD1L1"
"19399","16",81100875,81220370,"PKD1L2"
"19400","16",71929538,72000402,"PKD1L3"
"19401","11",125164687,125433389,"PKNOX2"
"19402","1",201283452,201332993,"PKP1"
"19403","12",32790745,32896777,"PKP2"
"19404","11",392614,404908,"PKP3"
"19405","2",158456952,158682879,"PKP4"
"19406","6",143940300,144064599,"PLAGL1"
"19407","20",32192504,32207743,"PLAGL2"
"19408","19",43646095,43670547,"PLAUR"
"19409","20",41136960,41196801,"PLCG1"
"19410","16",81779279,81962685,"PLCG2"
"19411","X",276322,303356,"PLCXD1"
"19412","3",111674676,111846447,"PLCXD2"
"19413","5",41306952,41510628,"PLCXD3"
"19414","8",143915153,143976734,"PLEC"
"19415","2",68365282,68397453,"PLEK"
"19416","6",150599883,150843665,"PLEKHG1"
"19417","19",39412669,39428415,"PLEKHG2"
"19418","14",64704102,64750249,"PLEKHG3"
"19419","16",67277510,67289499,"PLEKHG4"
"19420","5",92168,189972,"PLEKHG4B"
"19421","1",6467122,6520074,"PLEKHG5"
"19422","12",6310436,6328506,"PLEKHG6"
"19423","12",92702843,92772455,"PLEKHG7"
"19424","1",150149183,150164720,"PLEKHO1"
"19425","15",64841883,64868002,"PLEKHO2"
"19426","15",89664367,89679427,"PLIN1"
"19427","9",19108375,19149290,"PLIN2"
"19428","19",4838341,4867694,"PLIN3"
"19429","19",4502192,4518486,"PLIN4"
"19430","19",4522531,4535224,"PLIN5"
"19431","16",57248547,57284672,"PLLP"
"19432","X",115518182,115562731,"PLS3-AS1"
"19433","19",17351450,17377342,"PLVAP"
"19434","17",39063313,39154394,"PLXDC1"
"19435","10",19816239,20289856,"PLXDC2"
"19436","16",72112157,72176878,"PMFBP1"
"19437","9",136410630,136427992,"PMPCA"
"19438","7",103297435,103329511,"PMPCB"
"19439","7",6735305,6751392,"PMS2CL"
"19440","8",26504701,26514092,"PNMA2"
"19441","X",153056409,153060467,"PNMA3"
"19442","X",152988824,152994116,"PNMA5"
"19443","X",153072454,153075019,"PNMA6A"
"19444","2",55634061,55693863,"PNPT1"
"19445","X",24693873,24996986,"POLA1"
"19446","11",65261920,65305589,"POLA2"
"19447","CHR_HG2046_PATCH",7484366,7514614,"POLR2A"
"19448","17",7484366,7514616,"POLR2A"
"19449","4",56977722,57031158,"POLR2B"
"19450","16",57462660,57472009,"POLR2C"
"19451","22",37952607,38041915,"POLR2F"
"19452","11",62761565,62766710,"POLR2G"
"19453","3",184361710,184368596,"POLR2H"
"19454","19",36113709,36115213,"POLR2I"
"19455","7",102473128,102478922,"POLR2J"
"19456","7",102665368,102671663,"POLR2J2"
"19457","7",102537918,102572653,"POLR2J3"
"19458","7",102562133,102572583,"POLR2J3"
"19459","7",43940895,44019175,"POLR2J4"
"19460","11",837356,842529,"POLR2L"
"19461","15",57706695,57782762,"POLR2M"
"19462","2",25160853,25168903,"POMC"
"19463","8",43093498,43131180,"POMK"
"19464","13",28659065,28678959,"POMP"
"19465","CHR_HSCHR7_2_CTG4_4",76597802,76615077,"POMZP3"
"19466","7",76609986,76627279,"POMZP3"
"19467","7",95297676,95324532,"PON1"
"19468","7",95359872,95396375,"PON3"
"19469","22",46150521,46243755,"PPARA"
"19470","6",35342558,35428191,"PPARD"
"19471","3",12287368,12434356,"PPARG"
"19472","4",23755041,23904089,"PPARGC1A"
"19473","5",149730298,149855022,"PPARGC1B"
"19474","4",73986439,73988190,"PPBP"
"19475","CHR_HG2115_PATCH",70272173,70387610,"PPFIA1"
"19476","11",70270690,70385312,"PPFIA1"
"19477","12",81257975,81759553,"PPFIA2"
"19478","19",49119544,49151026,"PPFIA3"
"19479","6",36854827,36874803,"PPIL1"
"19480","19",48872212,48876059,"PPP1R15A"
"19481","1",204396492,204411887,"PPP1R15B"
"19482","8",66964099,67056604,"PPP1R42"
"19483","7",94907202,95296415,"PPP1R9A"
"19484","17",50133737,50150677,"PPP1R9B"
"19485","1",212285410,212361853,"PPP2R5A"
"19486","11",64917553,64934475,"PPP2R5B"
"19487","14",101761709,101927989,"PPP2R5C"
"19488","6",42984553,43012342,"PPP2R5D"
"19489","14",63371364,63543377,"PPP2R5E"
"19490","2",68178857,68256237,"PPP3R1"
"19491","9",101591604,101595021,"PPP3R2"
"19492","16",30075978,30085376,"PPP4C"
"19493","20",58231789,58286399,"PPP4R1L"
"19494","2",73228010,73233239,"PRADC1"
"19495","CHR_HSCHR12_5_CTG2",11351822,11356402,"PRB1"
"19496","CHR_HSCHR12_3_CTG2",11348080,11351848,"PRB1"
"19497","12",11351823,11355591,"PRB1"
"19498","12",11391540,11501041,"PRB2"
"19499","CHR_HSCHR12_3_CTG2",11262181,11266062,"PRB3"
"19500","12",11265914,11269707,"PRB3"
"19501","CHR_HSCHR12_3_CTG2",11303340,11306692,"PRB4"
"19502","12",11307077,11310436,"PRB4"
"19503","19",12796820,12801800,"PRDX2"
"19504","1",203475806,203491352,"PRELP"
"19505","12",42456757,42590355,"PRICKLE1"
"19506","3",64092236,64445476,"PRICKLE2"
"19507","X",49174802,49186528,"PRICKLE3"
"19508","6",41780782,41787452,"PRICKLE4"
"19509","12",49002274,49018807,"PRKAG1"
"19510","7",151556124,151877125,"PRKAG2"
"19511","2",218822308,218832086,"PRKAG3"
"19512","10",6580419,6616921,"PRKCQ-AS1"
"19513","10",118589997,118595648,"PRLHR"
"19514","19",49675786,49689029,"PRMT1"
"19515","21",46635595,46665124,"PRMT2"
"19516","14",22920525,22929408,"PRMT5"
"19517","1",107056674,107067636,"PRMT6"
"19518","16",68310951,68360852,"PRMT7"
"19519","12",3381349,3593973,"PRMT8"
"19520","4",147637785,147684163,"PRMT9"
"19521","19",35799988,35813299,"PRODH2"
"19522","Y",21382954,21386360,"PRORY"
"19523","CHR_HSCHR19LRC_LRC_J_CTG3_1",54115536,54131896,"PRPF31"
"19524","CHR_HSCHR19LRC_LRC_T_CTG3_1",54115536,54131896,"PRPF31"
"19525","CHR_HSCHR19LRC_COX2_CTG3_1",54115536,54131896,"PRPF31"
"19526","CHR_HSCHR19LRC_PGF2_CTG3_1",54115536,54131896,"PRPF31"
"19527","CHR_HSCHR19LRC_LRC_I_CTG3_1",54115536,54131896,"PRPF31"
"19528","CHR_HSCHR19LRC_LRC_S_CTG3_1",54115536,54131896,"PRPF31"
"19529","CHR_HSCHR19_4_CTG3_1",54115536,54131896,"PRPF31"
"19530","CHR_HSCHR19LRC_COX1_CTG3_1",54115536,54131896,"PRPF31"
"19531","CHR_HSCHR19LRC_PGF1_CTG3_1",54115536,54131896,"PRPF31"
"19532","19",54115410,54131719,"PRPF31"
"19533","14",45084107,45116282,"PRPF39"
"19534","7",18026770,18027846,"PRPS1L1"
"19535","13",57140918,57143939,"PRR20A"
"19536","13",57147488,57150509,"PRR20B"
"19537","13",57140918,57157082,"PRR20C"
"19538","13",57160632,57163653,"PRR20D"
"19539","13",57167197,57170218,"PRR20E"
"19540","X",126819729,126821786,"PRR32"
"19541","5",177438503,177447982,"PRR7-AS1"
"19542","19",49580646,49591004,"PRRG2"
"19543","X",151694607,151705924,"PRRG3"
"19544","11",32829927,32858120,"PRRG4"
"19545","16",2798470,2805304,"PRSS41"
"19546","4",151277161,151291862,"PRSS48"
"19547","10",24848614,24952606,"PRTFDC1"
"19548","Y",22071756,22096007,"PRY2"
"19549","4",7430285,7434930,"PSAPL1"
"19550","19",42844357,42855619,"PSG10P"
"19551","14",35278633,35317493,"PSMA6"
"19552","3",64004022,64012148,"PSMD6-AS2"
"19553","CHR_HG2334_PATCH",87863440,87966341,"PTEN"
"19554","10",87862638,87971930,"PTEN"
"19555","9",33676785,33688011,"PTENP1-AS"
"19556","10",16436943,16513745,"PTER"
"19557","11",60850933,60855950,"PTGDR2"
"19558","9",129738331,129753042,"PTGES"
"19559","1",116909916,116990353,"PTGFRN"
"19560","2",231706895,231713551,"PTMA"
"19561","12",6765516,6770952,"PTMS"
"19562","19",49850735,49860744,"PTOV1"
"19563","19",49838639,49851676,"PTOV1-AS1"
"19564","6",63521746,63583588,"PTP4A1"
"19565","1",31906421,31944856,"PTP4A2"
"19566","CHR_HSCHR8_5_CTG7",141391991,141438356,"PTP4A3"
"19567","8",141391995,141432454,"PTP4A3"
"19568","14",88465778,88555007,"PTPN21"
"19569","3",47381011,47413435,"PTPN23"
"19570","20",2873420,3039076,"PTPRA"
"19571","12",70515870,70637440,"PTPRB"
"19572","CHR_HSCHR1_3_CTG31",198650158,198733963,"PTPRC"
"19573","1",198638457,198757476,"PTPRC"
"19574","CHR_HSCHR9_1_CTG6",8314246,10612723,"PTPRD"
"19575","9",8314246,10613002,"PTPRD"
"19576","10",127907103,128085855,"PTPRE"
"19577","1",43525187,43623666,"PTPRF"
"19578","3",61561569,62297609,"PTPRG"
"19579","19",55181247,55209506,"PTPRH"
"19580","11",47980425,48170839,"PTPRJ"
"19581","CHR_HSCHR6_1_CTG8",127968779,128524810,"PTPRK"
"19582","6",127968785,128520616,"PTPRK"
"19583","18",7566782,8406861,"PTPRM"
"19584","2",219289623,219309648,"PTPRN"
"19585","12",15322257,15602175,"PTPRO"
"19586","12",80402178,80680273,"PTPRQ"
"19587","12",70638073,70920738,"PTPRR"
"19588","19",5158495,5340812,"PTPRS"
"19589","20",42072752,43189970,"PTPRT"
"19590","1",29236516,29326813,"PTPRU"
"19591","1",202168051,202189455,"PTPRVP"
"19592","5",160421855,160428739,"PTTG1"
"19593","4",37960398,37961128,"PTTG2"
"19594","3",157436850,157443633,"PTX3"
"19595","16",1485886,1488981,"PTX4"
"19596","CHR_HSCHR8_3_CTG7",143803351,143816310,"PUF60"
"19597","8",143816344,143830709,"PUF60"
"19598","12",131929200,131945896,"PUS1"
"19599","12",43718992,43758793,"PUS7L"
"19600","1",1308597,1311677,"PUSL1"
"19601","7",100218241,100221490,"PVRIG"
"19602","8",127794526,128187101,"PVT1"
"19603","15",25135642,25138055,"PWAR1"
"19604","15",24985053,24988232,"PWAR5"
"19605","8",51319577,51809445,"PXDNL"
"19606","17",81932384,81942412,"PYCR1"
"19607","1",225919877,225924340,"PYCR2"
"19608","16",31215962,31217135,"PYDC1"
"19609","3",191461163,191461456,"PYDC2"
"19610","6",163414000,163578592,"QKI"
"19611","16",29663279,29698699,"QPRT"
"19612","3",49029707,49094363,"QRICH1"
"19613","17",76274049,76308276,"QRICH2"
"19614","19",10701430,10713437,"QTRT1"
"19615","20",44337043,44351238,"R3HDML"
"19616","2",26034084,26137454,"RAB10"
"19617","15",65726054,65891989,"RAB11A"
"19618","19",8389981,8404434,"RAB11B"
"19619","8",37858618,37899497,"RAB11FIP1"
"19620","10",118004916,118046941,"RAB11FIP2"
"19621","CHR_HSCHR16_CTG2",425619,526533,"RAB11FIP3"
"19622","16",425649,523011,"RAB11FIP3"
"19623","17",31391675,31538211,"RAB11FIP4"
"19624","2",73073382,73156721,"RAB11FIP5"
"19625","18",8609437,8639383,"RAB12"
"19626","1",153981617,153986358,"RAB13"
"19627","9",121178133,121223014,"RAB14"
"19628","14",64945814,64973226,"RAB15"
"19629","2",237574322,237601614,"RAB17"
"19630","10",27504174,27543207,"RAB18"
"19631","7",140404058,140427974,"RAB19"
"19632","2",65070696,65130331,"RAB1A"
"19633","11",66268590,66277492,"RAB1B"
"19634","X",70282093,70285002,"RAB41"
"19635","1",28592200,28595449,"RAB42"
"19636","3",129087569,129122801,"RAB43"
"19637","6",36697826,36733184,"RAB44"
"19638","1",229271062,229305894,"RAB4A"
"19639","19",40778216,40796942,"RAB4B"
"19640","X",13689128,13710504,"RAB9A"
"19641","X",103822327,103832257,"RAB9B"
"19642","5",105099473,105100098,"RAB9BP1"
"19643","12",49976923,50033136,"RACGAP1"
"19644","19",12945855,12953642,"RAD23A"
"19645","9",107283137,107332192,"RAD23B"
"19646","20",57351223,57379211,"RAE1"
"19647","6",149883179,149898113,"RAET1E"
"19648","6",149916878,149923121,"RAET1G"
"19649","6",150000090,150005157,"RAET1K"
"19650","6",149998019,150005166,"RAET1K"
"19651","6",150018334,150025532,"RAET1L"
"19652","9",133097720,133149334,"RALGDS"
"19653","1",178725165,178921842,"RALGPS2"
"19654","8",84182787,84921844,"RALYL"
"19655","4",98261384,98443858,"RAP1GDS1"
"19656","X",132217053,132432862,"RAP2C-AS1"
"19657","22",29312933,29319679,"RASL10A"
"19658","17",35731639,35743521,"RASL10B"
"19659","18",59267035,59274086,"RAX"
"19660","1",32651142,32686211,"RBBP4"
"19661","1",205086142,205122015,"RBBP5"
"19662","16",24537693,24572863,"RBBP6"
"19663","X",16839283,16870362,"RBBP7"
"19664","18",22798261,23026488,"RBBP8"
"19665","20",18486540,18497225,"RBBP9"
"19666","X",47145221,47186813,"RBM10"
"19667","21",14216130,14228372,"RBM11"
"19668","20",35648925,35664956,"RBM12"
"19669","1",110338506,110346681,"RBM15"
"19670","10",6089034,6117457,"RBM17"
"19671","9",122237622,122264840,"RBM18"
"19672","12",113816738,113966325,"RBM19"
"19673","X",130401987,130413656,"RBMX2"
"19674","3",139452884,139480747,"RBP2"
"19675","1",173931084,174022357,"RC3H1"
"19676","9",122844556,122905359,"RC3H2"
"19677","9",4792944,4885917,"RCL1"
"19678","2",79157003,79159753,"REG3A"
"19679","2",79025686,79028505,"REG3G"
"19680","1",119794017,119811580,"REG4"
"19681","4",37590800,37686376,"RELL1"
"19682","5",141636950,141641064,"RELL2"
"19683","X",153935269,153944687,"RENBP"
"19684","2",85341955,85354531,"RETSAT"
"19685","19",1815248,1848483,"REXO1"
"19686","11",114439435,114450279,"REXO2"
"19687","CHR_HG2030_PATCH",133406207,133418244,"REXO4"
"19688","9",133406059,133418096,"REXO4"
"19689","5",95646754,95684773,"RFESD"
"19690","9",76385526,76394517,"RFK"
"19691","3",53088483,53130453,"RFT1"
"19692","13",36819222,36829104,"RFXAP"
"19693","5",64506015,64612319,"RGS7BP"
"19694","19",32675848,32678300,"RGS9BP"
"19695","1",38885807,38941830,"RHBDL2"
"19696","10",60869438,61001440,"RHOBTB1"
"19697","8",22987417,23020509,"RHOBTB2"
"19698","5",95713522,95824383,"RHOBTB3"
"19699","2",46541806,46584688,"RHOQ"
"19700","X",120109051,120245267,"RHOXF1"
"19701","X",120158613,120165630,"RHOXF2"
"19702","X",120072264,120077690,"RHOXF2B"
"19703","CHR_HSCHR17_1_CTG2",1646145,1650077,"RILP"
"19704","17",1646145,1649866,"RILP"
"19705","12",130396133,130768228,"RIMBP2"
"19706","22",18605815,18611919,"RIMBP3"
"19707","1",155897808,155911404,"RIT1"
"19708","18",42743227,43115691,"RIT2"
"19709","15",89209869,89221614,"RLBP1"
"19710","12",97430884,97598415,"RMST"
"19711","2",3541430,3558333,"RNASEH1"
"19712","12",120533480,120577588,"RNF10"
"19713","1",51236273,51273447,"RNF11"
"19714","3",149812770,149962139,"RNF13"
"19715","5",141958328,141990292,"RNF14"
"19716","4",140859807,141212877,"RNF150"
"19717","16",1966823,1968975,"RNF151"
"19718","18",61808067,61894247,"RNF152"
"19719","17",76142465,76240493,"RNF157"
"19720","17",76138432,76154650,"RNF157-AS1"
"19721","13",24764169,24879921,"RNF17"
"19722","4",1056250,1113564,"RNF212"
"19723","17",80260852,80398794,"RNF213"
"19724","11",117232625,117286454,"RNF214"
"19725","22",30368811,30421771,"RNF215"
"19726","6",124962437,125092633,"RNF217"
"19727","CHR_HSCHR11_1_CTG8",494512,507300,"RNH1"
"19728","11",494512,507300,"RNH1"
"19729","1",28648600,28648733,"RNU11"
"19730","22",42615244,42615393,"RNU12"
"19731","15",65553081,65553187,"RNU6-19P"
"19732","4",109992325,109992431,"RNU6-35P"
"19733","13",41354557,41354659,"RNU6-57P"
"19734","11",72047873,72047951,"RNU6-72P"
"19735","3",78597239,79767998,"ROBO1"
"19736","11",124865432,124881471,"ROBO3"
"19737","11",124883691,124898500,"ROBO4"
"19738","18",116842,118504,"ROCK1P1"
"19739","6",117287353,117425942,"ROS1"
"19740","12",47661249,47706030,"RPAP3"
"19741","1",212051524,212052006,"RPL21P28"
"19742","3",170864875,170870208,"RPL22L1"
"19743","8",213186,232231,"RPL23AP53"
"19744","7",20827326,20827753,"RPL23P8"
"19745","3",129396218,129397109,"RPL32P3"
"19746","X",101390824,101396155,"RPL36A"
"19747","12",56116590,56117967,"RPL41"
"19748","6",34417454,34426069,"RPS10"
"19749","19",49496365,49499708,"RPS11"
"19750","6",132814569,132817564,"RPS12"
"19751","11",17074388,17077715,"RPS13"
"19752","5",150442635,150449739,"RPS14"
